nombre_tortuga,estacion,fecha,area_de_monitoreo,posicion_lat_long,hora_de_captura,especie,peso,sexo,l_r_c,l_c_c,a_r_c,a_c_c,p_c,l_p,l_t_c,marca_nombre,marca_izquierda,fecha_inicio,hora_inicio,hora_fin,total_horas,tipo_monitoreo,metodologia,latitud,longitud,unidad_utm_o_grados,hora_captura,material_marcas,marca_previa_izquierda,comentarios,especie_nombre_latino,sexo_correcto,lugar,geografía,numero_recaptura,año,mes,mes_nombre
Sasha,NA,2021-11-10T00:00:00Z,Punta Blanca Laguna la Cruz,NA,NA,Verde/Prieta,21,Indefinido,54.5,60,39.5,53.7,21,43.4,11.5,GT 17933,GT 17934,2021-11-10T00:00:00Z,0.2916666666666667,0.625,8,Mensual,Red fija,NA,NA,grados,0.5090277777777777,Metal,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,2,2021,11,nov
Delfina,NA,2021-11-27T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,36,Indefinido,65.3,69.6,53.7,68.7,23,50.6,14,GT 17936,GT 17935,2021-11-27T00:00:00Z,0.3541666666666667,0.75,9.3,Mensual,Red fija,NA,NA,grados,0.49652777777777773,Metal,NA,NA,Chelonia mydas,Indefinido,NA,NA,1,2021,11,nov
Patty,NA,2021-11-27T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,80,Hembra,83.3,90.5,63.5,84.6,32,68.6,18.5,GT 17938,GT 17937,2021-11-27T00:00:00Z,0.3541666666666667,0.75,9.3,Mensual,Red fija,NA,NA,grados,0.5270833333333333,Metal,NA,"Mostraba una cuenca en ambas aletas traseras, como si hubiera traido placas",Chelonia mydas,Hembra,NA,NA,1,2021,11,nov
Ximena,NA,2021-11-27T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,37,Indefinido,66.7,71.5,52.9,71.5,23.4,54.1,13.3,GT 17940,GT 17939,2021-11-27T00:00:00Z,0.3541666666666667,0.75,9.3,Mensual,Red fija,NA,NA,grados,0.576388888888889,Metal,NA,y un corte circular profundo en su aleta frontal derecha(como que fu liberada del agun arte de pesca,Chelonia mydas,Indefinido,NA,NA,1,2021,11,nov
Carlota,NA,2021-11-27T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,31,Indefinido,64.7,69.1,49.3,61.7,21.8,50,12,GT 17942,GT 17941,2021-11-27T00:00:00Z,0.3541666666666667,0.75,9.3,Mensual,Red fija,NA,NA,grados,0.6444444444444445,Metal,NA,NA,Chelonia mydas,Indefinido,NA,NA,1,2021,11,nov
Sasha-recaptura,NA,2021-11-27T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,20,Indefinido,54.6,60,39.6,53.5,24.4,43,11.5,GT 17933,NA,2021-11-27T00:00:00Z,0.3541666666666667,0.75,9.3,Mensual,Red fija,NA,NA,grados,0.6708333333333334,Metal,GT 17934,Recaptura del monitoreo anterior del 10/11/2021,Chelonia mydas,Indefinido,NA,NA,2,2021,11,nov
Diabla azul-recaptura,NA,2021-11-27T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,54,Hembra,71.5,78,56,73,30,59,17,GT 11484,NA,2021-11-27T00:00:00Z,0.3541666666666667,0.75,9.3,Mensual,Red fija,NA,NA,grados,0.6722222222222222,Metal,GT 11485,Recaptura del 2018,Chelonia mydas,Hembra,NA,NA,2,2021,11,nov
Irene,NA,2021-11-27T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,23,Indefinido,55,59,42,56,21,44,11.3,GT 17943,GT 17944,2021-11-27T00:00:00Z,0.3541666666666667,0.75,9.3,Mensual,Red fija,NA,NA,grados,0.6736111111111112,Metal,NA,NA,Chelonia mydas,Indefinido,NA,NA,1,2021,11,nov
Renata Valentina,NA,2021-12-03T00:00:00Z,Media travesia tiburon-Kino,NA,NA,Amarilla,35,Indefinido,59,65,50,60,23.3,46.7,12,GT 17945,GT 17946,2021-12-03T00:00:00Z,0.4791666666666667,0.5104166666666666,1,Otro,Otro,NA,NA,grados,0.4791666666666667,Metal,NA,Donada por pescaderes,Caretta caretta,Indefinido,Isla Tiburon,isla,1,2021,12,dec
Regina Estrella,NA,2021-12-23T00:00:00Z,Barraballa - ISPM,NA,NA,Verde/Prieta,33,Indefinido,63.4,68.5,46.9,62,22.7,49.6,13,GT 17947,GT 17948,2021-12-23T00:00:00Z,0.3333333333333333,0.75,10,Mensual,A mano/snorkel,NA,NA,grados,0.48125,Metal,NA,NA,Chelonia mydas,Indefinido,Isla San Pedro Mártir,isla,1,2021,12,dec
Niko,NA,2021-12-23T00:00:00Z,Barraballa - ISPM,NA,NA,Verde/Prieta,25,Indefinido,56.6,61,45,59,19.5,45,11,GT 17949,GT 17950,2021-12-23T00:00:00Z,0.3333333333333333,0.75,10,Mensual,A mano/snorkel,NA,NA,grados,0.4847222222222222,Metal,NA,NA,Chelonia mydas,Indefinido,Isla San Pedro Mártir,isla,1,2021,12,dec
Norma,NA,2021-12-23T00:00:00Z,Barraballa - ISPM,NA,NA,Verde/Prieta,38,Indefinido,67.2,72.3,52.1,68.5,23,52.6,11,GT 17951,GT 17952,2021-12-23T00:00:00Z,0.3333333333333333,0.75,10,Mensual,A mano/snorkel,NA,NA,grados,0.4916666666666667,Metal,NA,NA,Chelonia mydas,Indefinido,Isla San Pedro Mártir,isla,1,2021,12,dec
Lico(Fco),NA,2021-12-23T00:00:00Z,Barraballa - ISPM,NA,NA,Verde/Prieta,64,Macho,79.2,85.2,62,79.4,27.5,61.7,36,GT 17953,GT 17954,2021-12-23T00:00:00Z,0.3333333333333333,0.75,10,Mensual,A mano/snorkel,NA,NA,grados,0.49513888888888885,Metal,NA,NA,Chelonia mydas,Macho,Isla San Pedro Mártir,isla,1,2021,12,dec
Joseph,NA,2021-12-23T00:00:00Z,Barraballa - ISPM,NA,NA,Verde/Prieta,59,Macho,76,82.5,57.4,76,21.4,58.6,36,GT 17955,GT 17956,2021-12-23T00:00:00Z,0.3333333333333333,0.75,10,Mensual,A mano/snorkel,NA,NA,grados,0.4986111111111111,Metal,NA,NA,Chelonia mydas,Macho,Isla San Pedro Mártir,isla,1,2021,12,dec
Cesarina,NA,2021-12-23T00:00:00Z,Campo Biologo - ISPM,NA,NA,Verde/Prieta,51,Hembra,63.7,79.5,54.7,70.4,27.4,58.5,18.5,GT 17957,GT 17958,2021-12-23T00:00:00Z,0.3333333333333333,0.75,10,Mensual,A mano/snorkel,NA,NA,grados,0.5736111111111112,Metal,NA,NA,Chelonia mydas,Hembra,Isla San Pedro Mártir,isla,1,2021,12,dec
Raul Ricardo,NA,2021-12-23T00:00:00Z,Campo Biologo - ISPM,NA,NA,Verde/Prieta,51,Hembra,70.5,76.5,55.6,73,27.5,55,18,GT 17959,GT 17960,2021-12-23T00:00:00Z,0.3333333333333333,0.75,10,Mensual,A mano/snorkel,NA,NA,grados,0.576388888888889,Metal,NA,NA,Chelonia mydas,Hembra,Isla San Pedro Mártir,isla,1,2021,12,dec
Guadalupe-recaptura,NA,2021-12-23T00:00:00Z,Campo Biologo - ISPM,NA,NA,Verde/Prieta,39,Indefinido,67.7,72.3,52,64,24.3,52.5,15,GT 10153,NA,2021-12-23T00:00:00Z,0.3333333333333333,0.75,10,Mensual,A mano/snorkel,NA,NA,grados,0.5847222222222223,Metal,GT 1054,Recaptura del 15 de marzo del 2017,Chelonia mydas,Indefinido,Isla San Pedro Mártir,isla,2,2021,12,dec
X,NA,2021-12-27T00:00:00Z,Pta.Blanca Laguna la Cruz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2021-12-27T00:00:00Z,0.3333333333333333,0.6666666666666666,8,Mensual,Red fija,NA,NA,grados,NA,NA,NA,"No se capturo, mucha lama",NA,NA,Laguna La Cruz,estuario,9,2021,12,dec
X,NA,2022-02-08T00:00:00Z,Pta.Blanca Laguna la Cruz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2022-02-08T00:00:00Z,0.3541666666666667,0.6041666666666666,6,Mensual,Red fija,NA,NA,grados,NA,NA,NA,"No se capturo, mucha lama",NA,NA,Laguna La Cruz,estuario,9,2022,2,feb
Amelie,NA,2023-02-24T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,52,Hembra,73.9,81,55,71,27.1,59.1,16,GT 17962,GT 17961,2022-02-24T00:00:00Z,0.375,0.6666666666666666,7,Mensual,Red fija,NA,NA,grados,0.5097222222222222,Metal,NA,Sanguijuelas en aleta trasera izquierda,Chelonia mydas,Hembra,NA,NA,1,2023,2,feb
X,NA,2022-03-09T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2022-03-09T00:00:00Z,0.3333333333333333,0.125,7,Mensual,Red fija,NA,NA,grados,NA,NA,NA,No se capturo,NA,NA,NA,NA,9,2022,3,mar
Anguel-recaptura,NA,2022-03-11T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,32,Indefinido,63,68,47,63,23.5,50,14,GT 16908,NA,NA,0.3333333333333333,0.6458333333333334,7.3,Mensual,Red fija,NA,NA,grados,0.375,Metal,GT 16909,recaptura,Chelonia mydas,Indefinido,NA,NA,2,2022,3,mar
Cochise,NA,2022-03-11T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,29,Indefinido,62.5,66,49,62,19,49,12,GT 17963,GT 17964,NA,0.3333333333333333,0.6458333333333334,7.3,Mensual,Red fija,NA,NA,grados,0.40625,Metal,NA,s,Chelonia mydas,Indefinido,NA,NA,2,2022,3,mar
Pablo,NA,2022-03-26T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,31,Indefinido,62.5,67.5,48.5,61,22.2,50,11.5,GT 17965,GT 17966,2022-03-26T00:00:00Z,0.3333333333333333,0.6666666666666666,8,Mensual,Red fija,NA,NA,grados,0.38680555555555557,Metal,NA,NA,Chelonia mydas,Indefinido,NA,NA,1,2022,3,mar
Sasha,NA,2022-03-26T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,34,Indefinido,65,69.5,48.3,64,23.1,51,13,GT 17967,GT 17968,2022-03-26T00:00:00Z,0.3333333333333333,0.6666666666666666,8,Mensual,Red fija,NA,NA,grados,0.3972222222222222,metal,NA,6 escudos centrales,Chelonia mydas,Indefinido,NA,NA,1,2022,3,mar
M. Boyer,NA,2022-03-26T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,34,Indefinido,61.9,67.5,47.5,63.5,24.5,48.7,13,GT 17969,GT 17970,2022-03-26T00:00:00Z,0.3333333333333333,0.6666666666666666,8,Mensual,Red fija,NA,NA,grados,0.40347222222222223,metal,NA,NA,Chelonia mydas,Indefinido,NA,NA,1,2022,3,mar
Big Berta,NA,2022-03-26T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,64,Hembra,77.9,84,54.8,74.3,29.1,61.1,19,GT 17971,GT 17972,2022-03-26T00:00:00Z,0.3333333333333333,0.6666666666666666,8,Mensual,Red fija,NA,NA,grados,0.4166666666666667,metal,NA,6 escudos centrales,Chelonia mydas,Hembra,NA,NA,1,2022,3,mar
Gallejo,NA,2022-03-26T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,27,Indefinido,58.5,63.4,47,60,25.3,46.8,10.5,GT 17973,GT 17974,2022-03-26T00:00:00Z,0.3333333333333333,0.6666666666666666,8,Mensual,Red fija,NA,NA,grados,0.4291666666666667,metal,NA,NA,Chelonia mydas,Indefinido,NA,NA,1,2022,3,mar
Pioneras,NA,2022-03-26T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,45,Hembra,70.5,76.5,52.5,71,26,52.1,15,GT 17975,GT 17976,2022-03-26T00:00:00Z,0.3333333333333333,0.6666666666666666,8,Mensual,Red fija,NA,NA,grados,0.4388888888888889,metal,NA,6 Escudos lateral derecho y 6 centrales,Chelonia mydas,Hembra,NA,NA,2,2022,3,mar
Blanquita,NA,2022-03-26T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,26,Indefinido,59,63.5,46,62.3,21.9,46.7,12,GT 17977,GT 17978,2022-03-26T00:00:00Z,0.3333333333333333,0.6666666666666666,8,Mensual,Red fija,NA,NA,grados,0.4451388888888889,metal,NA,7 Escudos centrales y 6 lateral izquierdo,Chelonia mydas,Indefinido,NA,NA,1,2022,3,mar
Sarahi,NA,2022-03-26T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,34,Indefinido,63,68,48.6,68.7,24.2,50.7,11,GT 17979,GT 17980,2022-03-26T00:00:00Z,0.3333333333333333,0.6666666666666666,8,Mensual,Red fija,NA,NA,grados,0.4840277777777778,metal,NA,6 escudos centrales,Chelonia mydas,Indefinido,NA,NA,1,2022,3,mar
Bean Groover,NA,2022-03-30T00:00:00Z,Barraballa - ISPM,NA,NA,Verde/Prieta,51,Macho,69.1,74,53.9,71,26.1,58.9,29,GT 17981,GT 17982,2022-03-30T00:00:00Z,0.3958333333333333,0.5208333333333334,4,Otro,A mano/snorkel,NA,NA,grados,0.4798611111111111,Metal,NA,NA,Chelonia mydas,Macho,Isla San Pedro Mártir,isla,1,2022,3,mar
Suzyq,NA,2022-04-09T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,35,Indefinido,63.8,69.5,47,61.6,23.7,49.9,13,GT 17983,GT 17984,2022-04-09T00:00:00Z,0.3333333333333333,0.6666666666666666,8,Mensual,Red fija,NA,NA,grados,0.3875,Metal,NA,NA,Chelonia mydas,Indefinido,NA,NA,1,2022,4,apr
La Cruz,NA,2022-04-09T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,42,Indefinido,65.3,71.9,54,69.5,26,53.5,12.5,GT 17985,GT 17986,2022-04-09T00:00:00Z,0.3333333333333333,0.6666666666666666,8,Mensual,Red fija,NA,NA,grados,NA,Metal,NA,Mancha blanca de lado izquierdo de su cabeza,Chelonia mydas,Indefinido,NA,NA,1,2022,4,apr
Bisbee,NA,2022-04-09T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,38,Indefinido,68,73.3,54.7,68.2,25.2,52.9,10.5,GT 17987,GT 17988,2022-04-09T00:00:00Z,0.3333333333333333,0.6666666666666666,8,Mensual,Red fija,NA,NA,grados,0.39375,Metal,NA,NA,Chelonia mydas,Indefinido,NA,NA,1,2022,4,apr
Jieyi,NA,2022-04-09T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,40,Indefinido,65.2,70,49.6,65.5,23.5,52.3,12,GT 17989,GT 17990,2022-04-09T00:00:00Z,0.3333333333333333,0.6666666666666666,8,Mensual,Red fija,NA,NA,grados,0.40069444444444446,Metal,NA,6 Escudos centrales y 5 del lado derecho,Chelonia mydas,Indefinido,NA,NA,1,2022,4,apr
Pluton,NA,2022-04-09T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,35,Indefinido,69.3,67,52.5,64.5,22,49.4,12.5,GT 17991,GT 17992,2022-04-09T00:00:00Z,0.3333333333333333,0.6666666666666666,8,Mensual,Red fija,NA,NA,grados,0.4138888888888889,Metal,NA,NA,Chelonia mydas,Indefinido,NA,NA,1,2022,4,apr
Nano - Recaptura,NA,2022-04-09T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,30,Indefinido,62.2,67.5,46.5,62.5,23.2,47.4,13.5,GT 16989,NA,2022-04-09T00:00:00Z,0.3333333333333333,0.6666666666666666,8,Mensual,Red fija,NA,NA,grados,0.4152777777777778,Metal,GT 16988,Recaptura del mes de Mayo del 2021,Chelonia mydas,Indefinido,NA,NA,2,2022,4,apr
guasimodo,NA,2022-04-09T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,35,Indefinido,61.9,67.5,45.9,65.2,25.4,50.1,13,GT 17993,GT 17994,2022-04-09T00:00:00Z,0.3333333333333333,0.6666666666666666,8,Mensual,Red fija,NA,NA,grados,0.41944444444444445,Metal,NA,Carapacho boludo de lado derecho,Chelonia mydas,Indefinido,NA,NA,1,2022,4,apr
Amira,NA,2022-04-09T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,44,Indefinido,67.3,73,48.3,68.2,27.2,54,16,GT 17995,GT 17996,2022-04-09T00:00:00Z,0.3333333333333333,0.6666666666666666,8,Mensual,Red fija,NA,NA,grados,0.46875,Metal,NA,NA,Chelonia mydas,Indefinido,NA,NA,1,2022,4,apr
Pandemia - Recaptura,NA,2022-04-09T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,30,Indefinido,59.5,64,49,63,22.1,47.1,10,GT 17997,NA,2022-04-09T00:00:00Z,0.3333333333333333,0.6666666666666666,8,Mensual,Red fija,NA,NA,grados,0.4694444444444445,Metal,GT 15714,recaptura del mes de Marzo del 2020,Chelonia mydas,Indefinido,NA,NA,1,2022,4,apr
Cochise - recaptura,NA,2022-04-09T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,27,Indefinido,62.9,67,49.1,63,19.6,48.6,10.5,GT 17963,NA,2022-04-09T00:00:00Z,0.3333333333333333,0.6666666666666666,8,Mensual,Red fija,NA,NA,grados,0.47430555555555554,Metal,GT 17964,Recaptura,Chelonia mydas,Indefinido,NA,NA,2,2022,4,apr
Toby,NA,2022-04-09T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,34,Indefinido,61.9,67,47,63,24.5,48.3,10.5,GT 17998,GT 1799,2022-04-09T00:00:00Z,0.3333333333333333,0.6666666666666666,8,Mensual,Red fija,NA,NA,grados,0.4756944444444444,Metal,NA,NA,Chelonia mydas,Indefinido,NA,NA,2,2022,4,apr
Malena,NA,2022-04-09T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,36,Indefinido,67.2,72,52.5,72,25.3,NA,14,GT 18000,X,2022-04-09T00:00:00Z,0.3333333333333333,0.6666666666666666,8,Mensual,Red fija,NA,NA,grados,0.48055555555555557,Metal,NA,se le puso solo una placa en aleta derecha,Chelonia mydas,Indefinido,NA,NA,1,2022,4,apr
Jose Eduardo,NA,2022-05-07T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,29,Indefinido,60.3,65.5,46.5,65,21.9,46.2,10.5,GT 18801,GT 18802,2022-05-07T00:00:00Z,0.3541666666666667,0.7291666666666666,9,Mensual,Red fija,NA,NA,grados,0.4055555555555555,Metal,NA,NA,Chelonia mydas,Indefinido,NA,NA,1,2022,5,may
Albus,NA,2022-05-07T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,48,Indefinido,68.5,74,51,71.3,27,56.5,15.5,GT 18803,GT 18804,2022-05-07T00:00:00Z,0.3541666666666667,0.7291666666666666,9,Mensual,Red fija,NA,NA,grados,0.425,Metal,NA,NA,Chelonia mydas,Indefinido,NA,NA,1,2022,5,may
Tete,NA,2022-05-07T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,32,Indefinido,64.5,69.4,48.1,60.7,21.9,48.6,11.5,GT 18805,GT 18806,2022-05-07T00:00:00Z,0.3541666666666667,0.7291666666666666,9,Mensual,Red fija,NA,NA,grados,0.42569444444444443,Metal,NA,NA,Chelonia mydas,Indefinido,NA,NA,1,2022,5,may
Ramiro-recaptura,NA,2022-05-07T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,39,Indefinido,45.6,70.6,57,67,24.2,49.7,16.5,GT 15701,NA,2022-05-07T00:00:00Z,0.3541666666666667,0.7291666666666666,9,Mensual,Red fija,NA,NA,grados,0.4263888888888889,Metal,GT 15702,Fue encontrada por pescadores enganchada por un anzuelo de su aleta frontal izquierda el 7/7/2020,Chelonia mydas,Indefinido,NA,NA,2,2022,5,may
Lola,NA,2022-05-07T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,38,Indefinido,69,74,51,66.5,22,55.6,16.1,GT 18807,GT 18808,2022-05-07T00:00:00Z,0.3541666666666667,0.7291666666666666,9,Mensual,Red fija,NA,NA,grados,0.4291666666666667,Metal,NA,NA,Chelonia mydas,Indefinido,NA,NA,1,2022,5,may
Franky,NA,2022-05-07T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,23,Indefinido,54.5,60,41.7,56.3,22,44.4,9.2,GT 18809,GT 18810,2022-05-07T00:00:00Z,0.3541666666666667,0.7291666666666666,9,Mensual,Red fija,NA,NA,grados,0.4395833333333334,Metal,NA,NA,Chelonia mydas,Indefinido,NA,NA,1,2022,5,may
Amelie-recaptura,NA,2022-05-07T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,50,Hembra,74.1,81,52.5,71.5,27.4,58.5,14,GT 17961,NA,2022-05-07T00:00:00Z,0.3541666666666667,0.7291666666666666,9,Mensual,Red fija,NA,NA,grados,0.4527777777777778,Metal,GT 17962,recaptura del 24 de febrero del 2021,Chelonia mydas,Hembra,NA,NA,1,2022,5,may
Pioneras-recaptura,NA,2022-05-07T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,45,Hembra,70.4,76.8,52.5,70.2,26.5,56.1,16,GT 17975,NA,2022-05-07T00:00:00Z,0.3541666666666667,0.7291666666666666,9,Mensual,Red fija,NA,NA,grados,0.48194444444444445,Metal,GT 17976,recaptura,Chelonia mydas,Hembra,NA,NA,2,2022,5,may
Jordan,NA,2022-05-07T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,28,Indefinido,55,62.5,43.7,57.3,23.5,43,11,GT 18811,GT 18812,2022-05-07T00:00:00Z,0.3541666666666667,0.7291666666666666,9,Mensual,Red fija,NA,NA,grados,0.4902777777777778,Metal,NA,NA,Chelonia mydas,Indefinido,NA,NA,1,2022,5,may
Calambrina-recaptura,NA,2022-05-07T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,51,Hembra,71.6,77.5,53.8,74,27.1,56.2,19.3,GT 16996,NA,2022-05-07T00:00:00Z,0.3541666666666667,0.7291666666666666,9,Mensual,Red fija,NA,NA,grados,0.49374999999999997,Metal,GT 17997,recaptura,Chelonia mydas,Hembra,NA,NA,2,2022,5,may
Juan Santiego,NA,2022-05-07T00:00:00Z,Y'' griega laguna la Cruz,NA,NA,Verde/Prieta,21,Indefinido,53.2,58,41.5,51.3,20,43,8,GT 11527,NA,2022-05-07T00:00:00Z,0.3541666666666667,0.7291666666666666,9,Mensual,Red fija,NA,NA,grados,0.5111111111111112,Metal,GT 11528,recaptura del 17/10/2017,Chelonia mydas,Indefinido,NA,NA,1,2022,5,may
Tecateras,NA,2022-05-08T00:00:00Z,Punta Blanca Laguna la Cruz,NA,NA,Verde/Prieta,78,Hembra,79.7,84.5,60,76.2,31,63,24,GT 18813,GT 18814,2022-05-08T00:00:00Z,0.375,0.7083333333333334,8,Mensual,Red fija,NA,NA,grados,0.3902777777777778,Metal,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2022,5,may
Ultra-recaptura,NA,2022-05-08T00:00:00Z,Punta Blanca Laguna la Cruz,NA,NA,Verde/Prieta,25,Indefinido,58.7,62,45.5,56.8,21.3,46.6,12.5,GT 15845,NA,2022-05-08T00:00:00Z,0.375,0.7083333333333334,8,Mensual,Red fija,NA,NA,grados,0.40277777777777773,Metal,GT 15844,Recaptura del 24/07/2020,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,2,2022,5,may
Michel,NA,2022-05-08T00:00:00Z,Punta Blanca Laguna la Cruz,NA,NA,Verde/Prieta,80,Hembra,82.4,89,63.2,80.5,31.5,65,20.5,GT 18824,GT 18825,2022-05-08T00:00:00Z,0.375,0.7083333333333334,8,Mensual,Red fija,NA,NA,grados,0.4083333333333334,Metal,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2022,5,may
Bebe Diego-recaptura,NA,2022-05-08T00:00:00Z,Punta Blanca Laguna la Cruz,NA,NA,Verde/Prieta,28,Indefinido,58.7,65,45.4,63,22.8,45.9,11.5,GT 18815,NA,2022-05-08T00:00:00Z,0.375,0.7083333333333334,8,Mensual,Red fija,NA,NA,grados,0.4152777777777778,Metal,GT 16948,Recaptura del4 de mayo del 2021,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2022,5,may
Pilar-recaptura,NA,2022-05-08T00:00:00Z,Punta Blanca Laguna la Cruz,NA,NA,Verde/Prieta,33,Indefinido,64.1,69.5,48,64.5,22.9,49.1,13,GT 17912,NA,2022-05-08T00:00:00Z,0.375,0.7083333333333334,8,Mensual,Red fija,NA,NA,grados,0.42430555555555555,Metal,GT 17911,Recaptura del 30/11/2021,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,2,2022,5,may
Rita - recaptura,NA,2022-05-08T00:00:00Z,Punta Blanca Laguna la Cruz,NA,NA,Verde/Prieta,53,Hembra,68.7,75.1,53.8,72,28,55.2,18.5,GT 17873,NA,2022-05-08T00:00:00Z,0.375,0.7083333333333334,8,Mensual,Red fija,NA,NA,grados,0.42569444444444443,Metal,GT 11407,Tercera vez recapturada,Chelonia mydas,Hembra,Laguna La Cruz,estuario,2,2022,5,may
Mosny,NA,2022-05-08T00:00:00Z,Punta Blanca Laguna la Cruz,NA,NA,Verde/Prieta,45,Indefinido,68.2,73,53,72,27.4,55,15,GT 18816,GT 18817,2022-05-08T00:00:00Z,0.375,0.7083333333333334,8,Mensual,Red fija,NA,NA,grados,0.4284722222222222,Metal,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2022,5,may
Abrilona,NA,2022-05-08T00:00:00Z,Punta Blanca Laguna la Cruz,NA,NA,Verde/Prieta,24,Indefinido,56.5,62.5,44.1,57.5,21.9,45.8,11,GT 18818,GT 18819,2022-05-08T00:00:00Z,0.375,0.7083333333333334,8,Mensual,Red fija,NA,NA,grados,0.4291666666666667,Metal,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2022,5,may
Julieta,NA,2022-05-08T00:00:00Z,Punta Blanca Laguna la Cruz,NA,NA,Verde/Prieta,24,Indefinido,56.7,61.2,45.9,57.4,19.9,45,9.5,GT 18820,GT 18821,2022-05-08T00:00:00Z,0.375,0.7083333333333334,8,Mensual,Red fija,NA,NA,grados,0.4388888888888889,Metal,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2022,5,may
Elsa,NA,2022-05-08T00:00:00Z,Punta Blanca Laguna la Cruz,NA,NA,Verde/Prieta,26,Indefinido,60,64,46.1,62,22.3,47.4,9.5,GT 18822,GT 18823,2022-05-08T00:00:00Z,0.375,0.7083333333333334,8,Mensual,Red fija,NA,NA,grados,0.4451388888888889,Metal,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2022,5,may
Ocotillo,NA,2022-05-08T00:00:00Z,Punta Blanca Laguna la Cruz,NA,NA,Verde/Prieta,26,Indefinido,52.2,61.5,43.5,57,22,45,10.5,GT 18826,GT 18827,2022-05-08T00:00:00Z,0.375,0.7083333333333334,8,Mensual,Red fija,NA,NA,grados,0.4465277777777778,Metal,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2022,5,may
