fecha,nombre_tortuga,marca_nombre,especie_nombre_latino,numero_recaptura,a_c_c,l_c_c,lugar,geografía,sexo_correcto
2016-08-11T00:00:00Z,Prima Meche(1),GT 8187,Chelonia mydas,4,65,66,Laguna La Cruz,estuario,Indefinido
2016-08-11T00:00:00Z,Esme(1),GT 8185,Chelonia mydas,1,69,74.5,Laguna La Cruz,estuario,Indefinido
2016-08-11T00:00:00Z,Miranda(1),GT 8187,Chelonia mydas,4,69.3,72.5,Laguna La Cruz,estuario,Indefinido
2016-08-11T00:00:00Z,Marce,GT 8189,Chelonia mydas,1,60,61.2,Laguna La Cruz,estuario,Indefinido
2016-09-11T00:00:00Z,Chiquita,GT 8191,Chelonia mydas,1,46.7,49.5,Isla San Pedro Mártir,isla,Indefinido
2016-09-11T00:00:00Z,Agua Clara,GT 8193,Chelonia mydas,1,59.5,66.5,Isla San Pedro Mártir,isla,Indefinido
2016-10-26T00:00:00Z,Melisa,X,Chelonia mydas,9,66.5,67.5,Isla San Pedro Mártir,isla,Indefinido
2016-10-26T00:00:00Z,Vilma,GT 8197,Lepidochelys olivacea,1,72.5,66,Isla Tiburon,isla,Hembra
2016-05-12T00:00:00Z,Lorenia,GT 10101,Chelonia mydas,1,72.5,75.8,Laguna La Cruz,estuario,Hembra
2016-05-12T00:00:00Z,Mariblas(1),GT 10103,Chelonia mydas,2,67.2,70,Laguna La Cruz,estuario,Indefinido
2016-05-12T00:00:00Z,Lisaly,GT 10105,Chelonia mydas,1,63.4,65.3,Laguna La Cruz,estuario,Indefinido
2016-05-12T00:00:00Z,Isa I Love the world,GT 10107,Chelonia mydas,1,63,63.8,Laguna La Cruz,estuario,Indefinido
2016-06-12T00:00:00Z,Rodrigo,GT 8198,Chelonia mydas,1,66.7,73,Laguna La Cruz,estuario,Hembra
2016-06-12T00:00:00Z,Ian,GT 8200,Chelonia mydas,1,81.3,83.6,Laguna La Cruz,estuario,Hembra
2016-06-12T00:00:00Z,Manuel,GT 10110,Chelonia mydas,1,70.5,73.8,Laguna La Cruz,estuario,Hembra
2016-06-12T00:00:00Z,Norma(2),GT 8031,Chelonia mydas,2,70.5,72,Laguna La Cruz,estuario,Hembra
2016-06-12T00:00:00Z,Paola,GT 10112,Chelonia mydas,1,69.2,74,Laguna La Cruz,estuario,Hembra
2016-06-12T00:00:00Z,Rama(1),GT 10114,Chelonia mydas,2,63.3,71,Laguna La Cruz,estuario,Hembra
2016-06-12T00:00:00Z,Johana,GT 10116,Chelonia mydas,1,88.5,96.5,Laguna La Cruz,estuario,Hembra
2016-06-12T00:00:00Z,Rosy,GT 10118,Chelonia mydas,1,65.5,70.4,Laguna La Cruz,estuario,Hembra
2016-06-12T00:00:00Z,Perla(2),GT 8043,Chelonia mydas,2,71.5,76,Laguna La Cruz,estuario,Hembra
2016-06-12T00:00:00Z,Yolanda,GT 10120,Chelonia mydas,1,76,81.5,Laguna La Cruz,estuario,Hembra
2016-05-13T00:00:00Z,Robertito,GT 10121,Chelonia mydas,1,72,77.2,Laguna La Cruz,estuario,Hembra
2016-05-13T00:00:00Z,Lorenzo Noriega,GT 10124,Chelonia mydas,1,63.2,69.5,Laguna La Cruz,estuario,Macho
2016-06-13T00:00:00Z,Brown,GT 10150,Chelonia mydas,1,77,81.5,Isla San Pedro Mártir,isla,Hembra
2016-06-13T00:00:00Z,La Negra,GT 10126,Chelonia mydas,1,65.5,70.5,Isla San Pedro Mártir,isla,Indefinido
2016-06-13T00:00:00Z,Gaviota,GT 10128,Chelonia mydas,1,64.5,65.2,Isla San Pedro Mártir,isla,Indefinido
2016-06-13T00:00:00Z,Carmen,GT 10130,Chelonia mydas,1,60.5,65,Isla San Pedro Mártir,isla,Indefinido
2016-06-13T00:00:00Z,Langosta,GT 10132,Chelonia mydas,1,57.2,63.2,Isla San Pedro Mártir,isla,Indefinido
2016-06-13T00:00:00Z,Kenia,GT 10134,Chelonia mydas,1,55.5,61.5,Isla San Pedro Mártir,isla,Indefinido
2016-12-23T00:00:00Z,Rodolfo el Reno,GT 10135,Chelonia mydas,1,59,66.5,Isla San Pedro Mártir,isla,Indefinido
2016-12-23T00:00:00Z,Campanita,GT 10137,Chelonia mydas,1,61,67.5,Isla San Pedro Mártir,isla,Indefinido
2016-12-23T00:00:00Z,Estrella,GT 10139,Chelonia mydas,1,59.5,62,Isla San Pedro Mártir,isla,Indefinido
2016-12-23T00:00:00Z,Cascanuez,GT 10141,Chelonia mydas,1,69,77.1,Isla San Pedro Mártir,isla,Indefinido
2016-12-23T00:00:00Z,Grinsh,,Chelonia mydas,7,73.9,76.6,Isla San Pedro Mártir,isla,Macho
2017-01-22T00:00:00Z,Patricia,GT 10146,Chelonia mydas,1,67.3,73.2,Laguna La Cruz,estuario,Hembra
2017-01-22T00:00:00Z,Ashley,GT 10148,Chelonia mydas,1,71.4,74,Laguna La Cruz,estuario,Hembra
2017-03-15T00:00:00Z,Pepe el Rey,GT 10151,Chelonia mydas,1,57.7,59,Isla San Pedro Mártir,isla,Indefinido
2017-03-15T00:00:00Z,Guadalupe,GT 10153,Chelonia mydas,2,57,63,Isla San Pedro Mártir,isla,Indefinido
2017-03-21T00:00:00Z,Alin,GT 10155,Chelonia mydas,1,68,70,Laguna La Cruz,estuario,Hembra
2017-03-21T00:00:00Z,Remasamo,GT 10157,Chelonia mydas,1,66,65.3,Laguna La Cruz,estuario,Hembra
2017-03-21T00:00:00Z,Samy,GT 10159,Chelonia mydas,1,70,74.5,Laguna La Cruz,estuario,Hembra
2017-03-21T00:00:00Z,0ppi,GT 10161,Chelonia mydas,1,54.5,57.8,Laguna La Cruz,estuario,Indefinido
2017-03-21T00:00:00Z,Diva,GT 10163,Chelonia mydas,1,68.5,72.4,Laguna La Cruz,estuario,Hembra
2017-03-21T00:00:00Z,La Chifladora(2),GT 8041,Chelonia mydas,2,77.2,80.5,Laguna La Cruz,estuario,Hembra
2017-03-21T00:00:00Z,Miranda(2),GT 8187,Chelonia mydas,4,70,72.6,Laguna La Cruz,estuario,Hembra
2017-03-21T00:00:00Z,Moka(1),GT 10165,Chelonia mydas,1,69,70,Laguna La Cruz,estuario,Hembra
2017-03-21T00:00:00Z,Natasha,GT 10167,Chelonia mydas,1,82.3,90.6,Laguna La Cruz,estuario,Hembra
2017-03-21T00:00:00Z,Bob,GT 10169,Chelonia mydas,1,56.2,58.9,Laguna La Cruz,estuario,Indefinido
2017-03-21T00:00:00Z,Pancracia,GT 10171,Chelonia mydas,1,65.7,66,Laguna La Cruz,estuario,Hembra
2017-04-18T00:00:00Z,Oen,GT 10174,Chelonia mydas,1,68.5,71,Laguna La Cruz,estuario,Hembra
2017-04-18T00:00:00Z,Akame,GT 10176,Chelonia mydas,1,78.5,81.5,Laguna La Cruz,estuario,Hembra
2017-04-18T00:00:00Z,Angelica,GT 10178,Chelonia mydas,1,71.5,72,Laguna La Cruz,estuario,Hembra
2017-04-18T00:00:00Z,Marrana.c.,GT 10180,Chelonia mydas,2,61.5,65,Laguna La Cruz,estuario,Hembra
2017-04-18T00:00:00Z,Erika,GT 10182,Chelonia mydas,1,66,69.5,Laguna La Cruz,estuario,Indefinido
2017-04-19T00:00:00Z,Teresa(1),GT 10184,Chelonia mydas,2,74.5,79,Laguna La Cruz,estuario,Hembra
2017-04-19T00:00:00Z,La Cantinera,GT 10186,Chelonia mydas,1,67,70.5,Laguna La Cruz,estuario,Hembra
2017-04-19T00:00:00Z,Blanca,GT 10188,Chelonia mydas,1,69,77,Laguna La Cruz,estuario,Hembra
2017-04-19T00:00:00Z,Kendra,GT 10190,Chelonia mydas,1,71,72.8,Laguna La Cruz,estuario,Hembra
2017-04-19T00:00:00Z,Sofia,GT 10192,Chelonia mydas,1,65.5,69,Laguna La Cruz,estuario,Hembra
2017-04-19T00:00:00Z,Brown 2,GT 10194,Chelonia mydas,1,70.8,76.2,Laguna La Cruz,estuario,Hembra
2017-04-19T00:00:00Z,Rama(2),GT 10114,Chelonia mydas,2,66.5,71.4,Laguna La Cruz,estuario,Hembra
2017-04-26T00:00:00Z,El Doc,GT 10195,Chelonia mydas,1,59,62,Isla San Pedro Mártir,isla,Indefinido
2017-02-06T00:00:00Z,Neo,GT 10198,Chelonia mydas,1,60.5,67,Laguna La Cruz,estuario,Indefinido
2017-02-06T00:00:00Z,Alison(1),GT 10200,Chelonia mydas,2,66,70,Laguna La Cruz,estuario,Hembra
2017-02-06T00:00:00Z,Pedro,GT 10802,Chelonia mydas,1,49.5,51.5,Laguna La Cruz,estuario,Indefinido
2017-02-06T00:00:00Z,Esme(2),GT 8184,Chelonia mydas,1,68.4,74.5,Laguna La Cruz,estuario,Hembra
2017-04-06T00:00:00Z,Katy,GT 10804,Chelonia mydas,1,81,57.5,Laguna La Cruz,estuario,Hembra
2017-04-06T00:00:00Z,Dora,GT 10806,Chelonia mydas,1,79.8,82.9,Laguna La Cruz,estuario,Hembra
2017-05-19T00:00:00Z,Liz,GT 10808,Chelonia mydas,1,68,70,Laguna La Cruz,estuario,Hembra
2017-05-19T00:00:00Z,La Invencible(1),GT 10810,Chelonia mydas,1,62.9,63.7,Laguna La Cruz,estuario,Hembra
2017-05-19T00:00:00Z,Ana Gloria,GT 10812,Chelonia mydas,1,54.5,73.1,Laguna La Cruz,estuario,Hembra
2017-05-19T00:00:00Z,Naty(1),GT 10814,Chelonia mydas,1,68,69.9,Laguna La Cruz,estuario,Indefinido
2017-05-19T00:00:00Z,Reyna,GT 10816,Chelonia mydas,1,51.1,53.9,Laguna La Cruz,estuario,Indefinido
2017-05-19T00:00:00Z,Ami(2),GT 5216,Chelonia mydas,2,69.8,74.2,Laguna La Cruz,estuario,Hembra
2017-06-17T00:00:00Z,Mc Kenna,GT 10818,Chelonia mydas,1,55,60,Isla Tiburon,isla,Indefinido
2017-06-17T00:00:00Z,Denisse,GT 10820,Chelonia mydas,1,68.3,72.5,NA,NA,Hembra
2017-06-17T00:00:00Z,Ana Laura,GT 10822,Chelonia mydas,1,71.5,78,Laguna La Cruz,estuario,Hembra
2017-06-17T00:00:00Z,Nidia Luna,GT 10824,Chelonia mydas,1,68.5,69.5,Laguna La Cruz,estuario,Hembra
2017-06-17T00:00:00Z,Alexita,GT 10826,Chelonia mydas,1,48.8,50,Laguna La Cruz,estuario,Indefinido
2017-06-17T00:00:00Z,Como Yo(2),GT 8110,Chelonia mydas,2,67.5,72.2,Laguna La Cruz,estuario,Hembra
2017-06-17T00:00:00Z,Gladys(1),GT 10828,Chelonia mydas,2,62,67,Laguna La Cruz,estuario,Hembra
2017-06-17T00:00:00Z,Yayoi,GT 10830,Chelonia mydas,1,79.4,83.4,Laguna La Cruz,estuario,Hembra
2017-06-17T00:00:00Z,Haydee 40,GT 10832,Chelonia mydas,1,68.6,74.5,Laguna La Cruz,estuario,Hembra
2017-06-30T00:00:00Z,Mariblas(2),GT 10103,Chelonia mydas,2,67,70,Laguna La Cruz,estuario,Indefinido
2017-06-30T00:00:00Z,Teresa(2),GT 10184,Chelonia mydas,2,75.4,79,Laguna La Cruz,estuario,Hembra
2017-06-30T00:00:00Z,La Brava(1),GT 10834,Chelonia mydas,2,67.2,73.1,Laguna La Cruz,estuario,Indefinido
2017-06-30T00:00:00Z,Tita,GT 10836,Chelonia mydas,1,64.3,67,Laguna La Cruz,estuario,Indefinido
2017-06-30T00:00:00Z,Elvia(2),GT 5297,Chelonia mydas,3,68,73.3,Laguna La Cruz,estuario,Hembra
2017-06-30T00:00:00Z,Kukita,GT 10838,Chelonia mydas,1,54.4,57.3,Laguna La Cruz,estuario,Indefinido
2017-06-30T00:00:00Z,Brillo,GT 10840,Chelonia mydas,1,69.6,76,Laguna La Cruz,estuario,Hembra
2017-06-30T00:00:00Z,Chuy Zorra,GT 10842,Chelonia mydas,1,75.1,77.8,Laguna La Cruz,estuario,Hembra
2017-06-30T00:00:00Z,Fca. Valdez(2),GT 8168,Chelonia mydas,2,68,70.4,Laguna La Cruz,estuario,Indefinido
2017-06-30T00:00:00Z,Kono,GT 10844,Chelonia mydas,1,54,54,Laguna La Cruz,estuario,Indefinido
2017-06-30T00:00:00Z,Jose Angel,GT 10846,Chelonia mydas,1,69.3,75,Laguna La Cruz,estuario,Hembra
2017-06-30T00:00:00Z,Moana,GT 10848,Chelonia mydas,1,44.2,46,Laguna La Cruz,estuario,Indefinido
2017-06-30T00:00:00Z,Renata(2),GT 8120,Chelonia mydas,3,68.1,74.5,Laguna La Cruz,estuario,Hembra
2017-06-30T00:00:00Z,Netito,GT 10850,Chelonia mydas,1,64.9,66.4,Laguna La Cruz,estuario,Indefinido
2017-06-30T00:00:00Z,Aurelio,GT 10852,Chelonia mydas,1,67.2,70.3,Laguna La Cruz,estuario,Indefinido
2017-06-30T00:00:00Z,Gabrielin,GT 10854,Chelonia mydas,1,46.3,50.6,Laguna La Cruz,estuario,Indefinido
2017-06-30T00:00:00Z,Ricardo,GT 10856,Chelonia mydas,1,81.3,89,Laguna La Cruz,estuario,Hembra
2017-06-30T00:00:00Z,Maluchi,GT 10858,Chelonia mydas,1,65.6,67.7,Laguna La Cruz,estuario,Indefinido
2017-06-30T00:00:00Z,Panky(1),GT 10860,Chelonia mydas,2,52.3,52.4,Laguna La Cruz,estuario,Indefinido
2017-06-30T00:00:00Z,Angelica(2),GT 5266,Chelonia mydas,2,75.5,82.3,Laguna La Cruz,estuario,Hembra
2017-01-08T00:00:00Z,Yali,GT 10863,Chelonia mydas,1,59.3,60.5,Laguna La Cruz,estuario,Indefinido
2017-01-08T00:00:00Z,Melo,GT 10865,Chelonia mydas,1,67.5,69,Laguna La Cruz,estuario,Indefinido
2017-01-08T00:00:00Z,Camila,GT 10867,Chelonia mydas,1,66.5,63.5,Laguna La Cruz,estuario,Indefinido
2017-07-16T00:00:00Z,Isabel,GT 10868,Chelonia mydas,2,72.5,78,Laguna La Cruz,estuario,Hembra
2017-07-16T00:00:00Z,Jeeniffer,GT 10870,Chelonia mydas,2,49,53.5,Laguna La Cruz,estuario,Indefinido
2017-07-16T00:00:00Z,Renata(3),GT 8120,Chelonia mydas,3,68.5,74.5,Laguna La Cruz,estuario,Hembra
2017-07-16T00:00:00Z,Iris,GT 8022,Chelonia mydas,2,69.2,69.8,Laguna La Cruz,estuario,Hembra
2017-07-16T00:00:00Z,Tania,GT 10873,Chelonia mydas,1,70.2,77.5,Laguna La Cruz,estuario,Hembra
2017-07-16T00:00:00Z,Prima Meche(2),GT 8187,Chelonia mydas,4,69.5,72.5,Laguna La Cruz,estuario,Hembra
2017-07-16T00:00:00Z,Rodrigo,GT 10874,Chelonia mydas,1,49.3,49.7,Laguna La Cruz,estuario,Indefinido
2017-07-16T00:00:00Z,Hilda,GT 10877,Chelonia mydas,1,70,74.5,Laguna La Cruz,estuario,Hembra
2017-07-16T00:00:00Z,Rita,GT 10878,Chelonia mydas,1,59,62.6,Laguna La Cruz,estuario,Indefinido
2017-07-17T00:00:00Z,Suzanne(1),GT 10881,Chelonia mydas,1,63.2,65.7,Laguna La Cruz,estuario,Indefinido
2017-07-17T00:00:00Z,Nidia(2),GT 5215,Chelonia mydas,2,75.4,78.5,Laguna La Cruz,estuario,Hembra
2017-07-17T00:00:00Z,Sara Carolina,GT 1083,Chelonia mydas,1,75.2,79.6,Laguna La Cruz,estuario,Hembra
2017-07-17T00:00:00Z,Gladys(2),GT 10828,Chelonia mydas,2,62,67.7,Laguna La Cruz,estuario,Hembra
2017-07-17T00:00:00Z,Ana Paulina,GT 10885,Chelonia mydas,1,62.5,66.4,Laguna La Cruz,estuario,Hembra
2017-07-17T00:00:00Z,Tyler,GT 10887,Chelonia mydas,1,67.4,70.2,Laguna La Cruz,estuario,Hembra
2017-07-17T00:00:00Z,Crace,GT 10889,Chelonia mydas,1,77.7,75.4,Laguna La Cruz,estuario,Hembra
2017-07-30T00:00:00Z,Paola,GT 10891,Chelonia mydas,1,70.5,71.5,Laguna La Cruz,estuario,Indefinido
2017-07-30T00:00:00Z,Kira,GT 10893,Chelonia mydas,1,71,69.6,Laguna La Cruz,estuario,Indefinido
2017-07-30T00:00:00Z,Daniela,GT 10895,Chelonia mydas,1,63.8,69,Laguna La Cruz,estuario,Indefinido
2017-07-30T00:00:00Z,Monserrat,GT 10897,Chelonia mydas,1,91,101.5,Laguna La Cruz,estuario,Hembra
2017-07-30T00:00:00Z,Melanye,GT 10899,Chelonia mydas,1,58.5,59.3,Laguna La Cruz,estuario,Indefinido
2017-07-30T00:00:00Z,Ana Gloria,GT 10900,Chelonia mydas,1,72.5,78,Laguna La Cruz,estuario,Hembra
2017-07-30T00:00:00Z,Brava(2),GT 10834,Chelonia mydas,2,66.6,73.1,Laguna La Cruz,estuario,Hembra
2017-01-08T00:00:00Z,America,GT 11401,Chelonia mydas,1,63.5,65,Laguna La Cruz,estuario,Indefinido
2017-01-08T00:00:00Z,Chayo Torres,GT 11404,Chelonia mydas,1,82.8,90.2,Laguna La Cruz,estuario,Hembra
2017-01-08T00:00:00Z,Andrea,GT 11406,Chelonia mydas,1,73,77.1,Laguna La Cruz,estuario,Hembra
2017-08-14T00:00:00Z,Alison(2),GT 10200,Chelonia mydas,2,66.5,71,Laguna La Cruz,estuario,Indefinido
2017-08-14T00:00:00Z,Rita,GT 11408,Chelonia mydas,1,67.5,67.5,Laguna La Cruz,estuario,Hembra
2017-08-14T00:00:00Z,Kendra,GT 11409,Chelonia mydas,1,48,49,Laguna La Cruz,estuario,Indefinido
2017-08-14T00:00:00Z,Blanca,GT 11411,Chelonia mydas,1,74.5,74,Laguna La Cruz,estuario,Hembra
2017-08-14T00:00:00Z,Eliana,GT 11413,Chelonia mydas,1,77.5,81,Laguna La Cruz,estuario,Hembra
2017-08-15T00:00:00Z,Pepe(3),GT 1569,Chelonia mydas,3,67.7,72.8,Laguna La Cruz,estuario,Hembra
2017-08-15T00:00:00Z,Invencible(2),GT 10809,Chelonia mydas,1,62.5,63.9,Laguna La Cruz,estuario,Indefinido
2017-08-15T00:00:00Z,Ami(3),GT 5215,Chelonia mydas,2,70.2,74.7,Laguna La Cruz,estuario,Hembra
2017-08-29T00:00:00Z,Tia Chayo,GT 11416,Chelonia mydas,1,53.8,57.8,Laguna La Cruz,estuario,Indefinido
2017-08-29T00:00:00Z,Jonh,GT 11418,Chelonia mydas,1,69.3,78.5,Laguna La Cruz,estuario,Hembra
2017-08-29T00:00:00Z,Carolyna,GT 11420,Chelonia mydas,1,65.6,69.2,Laguna La Cruz,estuario,Indefinido
2017-08-29T00:00:00Z,Della,GT 11422,Chelonia mydas,1,68.5,71.5,Laguna La Cruz,estuario,Hembra
2017-08-29T00:00:00Z,Lucy,GT 11424,Chelonia mydas,1,63.6,67.7,Laguna La Cruz,estuario,Indefinido
2017-08-29T00:00:00Z,Victoria,GT 11426,Chelonia mydas,1,68,73.7,Laguna La Cruz,estuario,Hembra
2017-08-29T00:00:00Z,Panky(2),GT 10860,Chelonia mydas,2,51.4,52.5,Laguna La Cruz,estuario,Indefinido
2017-09-27T00:00:00Z,El Mana,GT 11428,Chelonia mydas,1,71,82,Laguna La Cruz,estuario,Hembra
2017-09-27T00:00:00Z,Camilo,GT 11430,Chelonia mydas,1,57.3,62.4,Laguna La Cruz,estuario,Indefinido
2017-09-27T00:00:00Z,La Desgracia,GT 11432,Chelonia mydas,1,70.6,69,Laguna La Cruz,estuario,Hembra
2017-09-27T00:00:00Z,Kass,GT 11434,Chelonia mydas,1,70.2,75.5,Laguna La Cruz,estuario,Hembra
2017-09-27T00:00:00Z,Sonia,GT 11436,Chelonia mydas,1,65.5,74,Laguna La Cruz,estuario,Hembra
2017-06-11T00:00:00Z,La Mision,GT 11439,Lepidochelys olivacea,1,64.5,60.7,Playa,playa,Hembra
2017-10-11T00:00:00Z,Glenda(2),GT 8103,Chelonia mydas,2,77.3,81,Laguna La Cruz,estuario,Hembra
2017-10-11T00:00:00Z,Becky,GT 11440,Chelonia mydas,1,72.9,78.8,Laguna La Cruz,estuario,Hembra
2017-10-11T00:00:00Z,Spot,GT 11442,Chelonia mydas,1,61,63,Laguna La Cruz,estuario,Indefinido
2017-10-11T00:00:00Z,Barney,GT 11444,Chelonia mydas,1,68,72,Laguna La Cruz,estuario,Hembra
2017-10-11T00:00:00Z,Lutece,GT 11446,Chelonia mydas,1,73,73.3,Laguna La Cruz,estuario,Hembra
2017-10-27T00:00:00Z,Irene(2),GT 11448,Chelonia mydas,1,72.3,74.5,Laguna La Cruz,estuario,Hembra
2017-10-28T00:00:00Z,Arena,GT 11449,Chelonia mydas,1,66,68.2,Laguna La Cruz,estuario,Indefinido
2017-10-29T00:00:00Z,Mangle,GT 11451,Chelonia mydas,1,81,83,Laguna La Cruz,estuario,Hembra
2017-10-30T00:00:00Z,Palma,GT 11453,Chelonia mydas,1,68,70.2,Laguna La Cruz,estuario,Indefinido
2017-10-31T00:00:00Z,Mezquite,GT 11455,Chelonia mydas,1,77.9,79.5,Laguna La Cruz,estuario,Hembra
2017-11-01T00:00:00Z,La Marihuana,GT 11457,Chelonia mydas,1,56.6,58.4,Laguna La Cruz,estuario,Indefinido
2017-11-12T00:00:00Z,Moka(2),GT 10166,Chelonia mydas,1,68.2,70,Laguna La Cruz,estuario,Indefinido
2017-11-12T00:00:00Z,Belen B.,GT 11459,Chelonia mydas,1,60.1,62,Laguna La Cruz,estuario,Indefinido
2017-11-12T00:00:00Z,Lety B.,GT 11461,Chelonia mydas,1,24.6,64.2,Laguna La Cruz,estuario,Indefinido
2017-11-12T00:00:00Z,Ossiris(2),GT 8050,Chelonia mydas,2,72,72.5,Laguna La Cruz,estuario,Hembra
2018-02-28T00:00:00Z,Theodore,GT11463,Chelonia mydas,1,47,50.5,Isla San Pedro Mártir,isla,Indefinido
2018-03-01T00:00:00Z,Belkis,GT11464,Chelonia mydas,1,51.4,53,Isla San Pedro Mártir,isla,Indefinido
2018-03-02T00:00:00Z,Chris,,Chelonia mydas,7,55.5,58,Isla San Pedro Mártir,isla,Indefinido
2018-03-24T00:00:00Z,Haley,GT11467,Chelonia mydas,1,61.7,65.7,Laguna La Cruz,estuario,Hembra
2018-04-09T00:00:00Z,Hans-Rudolph,GT11469,Chelonia mydas,1,63.4,65.7,Laguna La Cruz,estuario,Hembra
2018-04-09T00:00:00Z,Kadeja,GT11470,Chelonia mydas,1,70,68,Laguna La Cruz,estuario,Hembra
2018-04-09T00:00:00Z,Oakley,GT11472,Chelonia mydas,1,72.1,74,Laguna La Cruz,estuario,Hembra
2018-04-09T00:00:00Z,Gabriel,GT11474,Chelonia mydas,1,57.8,59.2,Laguna La Cruz,estuario,Indefinido
2018-04-09T00:00:00Z,Naty (2),GT10814,Chelonia mydas,1,69.5,71.2,Laguna La Cruz,estuario,Hembra
2018-04-09T00:00:00Z,Suzanne (2),GT10881,Chelonia mydas,1,62.3,65.5,Laguna La Cruz,estuario,Indefinido
2018-04-09T00:00:00Z,Marcos,GT11476,Chelonia mydas,1,70.5,75.4,Laguna La Cruz,estuario,Hembra
2018-04-09T00:00:00Z,Julia,GT11478,Chelonia mydas,1,66.5,67.5,Laguna La Cruz,estuario,Hembra
2018-04-09T00:00:00Z,Zoe,GT11480,Chelonia mydas,1,60,67,Laguna La Cruz,estuario,Hembra
2018-04-24T00:00:00Z,Briana,GT 11483,Chelonia mydas,1,63.2,61.2,Laguna La Cruz,estuario,Indefinido
2018-04-24T00:00:00Z,La Diabla azul,GT 11484,Chelonia mydas,2,63.5,67,Laguna La Cruz,estuario,Hembra
2018-04-24T00:00:00Z,Cinda,GT 5203,Chelonia mydas,2,74.1,80.1,Laguna La Cruz,estuario,Hembra
2018-04-27T00:00:00Z,Devri,GT 11486,Chelonia mydas,1,61,62.8,Isla San Pedro Mártir,isla,Indefinido
2018-06-06T00:00:00Z,Alin,GT 11488,Chelonia mydas,1,69,71.8,Laguna La Cruz,estuario,Hembra
2018-06-06T00:00:00Z,Jango,GT 11489,Chelonia mydas,3,78.5,83.2,Laguna La Cruz,estuario,Hembra
2018-06-06T00:00:00Z,Bango,GT 11491,Chelonia mydas,1,71.4,77.5,Laguna La Cruz,estuario,Hembra
2018-06-06T00:00:00Z,Kealoha,GT 11493,Chelonia mydas,1,64,65.5,Laguna La Cruz,estuario,Indefinido
2018-06-06T00:00:00Z,Tasha,GT 11496,Chelonia mydas,1,67.5,72,Laguna La Cruz,estuario,Hembra
2018-06-06T00:00:00Z,Orome,GT 11502,Chelonia mydas,1,72.5,76.7,Laguna La Cruz,estuario,Hembra
2018-06-06T00:00:00Z,Dalton,GT 11504,Chelonia mydas,1,61.5,64,Laguna La Cruz,estuario,Indefinido
2018-06-13T00:00:00Z,Eva,GT 11498,Chelonia mydas,1,49,50,Isla San Pedro Mártir,isla,Indefinido
NA,95 recapturas,,NA,7,NA,NA,NA,NA,NA
2018-10-10T00:00:00Z,Arisa,GTC1234,Chelonia mydas,1,68,77,UNKNOWN,NA,Indefinido
2019-05-14T00:00:00Z,Franchesca,GT 11585,Chelonia mydas,1,56.5,60.5,Laguna La Cruz,estuario,Indefinido
2019-05-14T00:00:00Z,Lidia,GT 11587,Chelonia mydas,2,59,62,Laguna La Cruz,estuario,Indefinido
2019-05-14T00:00:00Z,Sara,GT 11589,Chelonia mydas,2,68,70,Laguna La Cruz,estuario,Indefinido
2019-05-14T00:00:00Z,Ardara,GT 11591,Chelonia mydas,1,66,71.5,Laguna La Cruz,estuario,Hembra
2019-05-26T00:00:00Z,Kadeja,GT 11470,Chelonia mydas,1,73,70.5,Laguna La Cruz,estuario,Hembra
2019-05-26T00:00:00Z,Spirit,GT 11593,Chelonia mydas,1,71.3,72.8,Laguna La Cruz,estuario,Hembra
2019-05-26T00:00:00Z,Hazel,GT 11595,Chelonia mydas,1,73,75.5,Laguna La Cruz,estuario,Hembra
2019-05-26T00:00:00Z,Chuy,GT 11597,Chelonia mydas,1,66,70.3,Laguna La Cruz,estuario,Indefinido
2019-05-26T00:00:00Z,Cristina,GT 11535,Chelonia mydas,1,61.8,65.3,Laguna La Cruz,estuario,Indefinido
2019-05-26T00:00:00Z,Valentina,GT 11599,Chelonia mydas,1,71.4,71.8,Laguna La Cruz,estuario,Indefinido
2019-05-26T00:00:00Z,Alin,GT 10156,Chelonia mydas,1,73.3,74.5,Laguna La Cruz,estuario,Hembra
2019-05-26T00:00:00Z,Eiva Isabel,GT 11600,Chelonia mydas,1,49.5,52.4,Laguna La Cruz,estuario,Indefinido
2019-06-21T00:00:00Z,Negra,GT 12201,Chelonia mydas,1,71,87,Sargento,estuario,Hembra
2019-07-16T00:00:00Z,Vanny,GT 12203,Lepidochelys olivacea,1,53,59,Laguna La Cruz,estuario,Hembra
2019-07-26T00:00:00Z,Chila,GT 12206,Chelonia mydas,1,56,61,Laguna La Cruz,estuario,Indefinido
2019-07-26T00:00:00Z,Viviana (mocha),GT 12207,Chelonia mydas,1,79.5,88,Laguna La Cruz,estuario,Hembra
2019-07-26T00:00:00Z,Niky,GT 12209,Chelonia mydas,1,51.6,70,Laguna La Cruz,estuario,Hembra
2019-07-26T00:00:00Z,Ale,GT 12211,Chelonia mydas,1,68.5,74.8,Laguna La Cruz,estuario,Hembra
2019-07-26T00:00:00Z,Lucia G,GT 12213,Chelonia mydas,1,62,64,Laguna La Cruz,estuario,Indefinido
2019-07-26T00:00:00Z,San Guacho,GT 12215,Chelonia mydas,1,69,68,Laguna La Cruz,estuario,Macho
2019-07-26T00:00:00Z,Jessy,GT 12217,Chelonia mydas,1,70,75.5,Laguna La Cruz,estuario,Hembra
2019-07-26T00:00:00Z,Viky,GT 12219,Chelonia mydas,2,72.5,75,Laguna La Cruz,estuario,Hembra
2019-08-01T00:00:00Z,La vela,GT 12221,Chelonia mydas,1,55,59,Isla San Pedro Mártir,isla,Indefinido
